Date,Timestamp,Idol_Name,Platform,Username,Follower_Count
2026-06-24,12:00:00,Nori,Facebook,profile.php?id=100091806654688,1975
2026-06-24,12:00:00,Nori,Instagram,nori.yamiyami,3976
2026-06-24,12:00:00,Nori,TikTok,mikunori11,41679
2026-06-24,12:00:00,Nori,X,nori_yamiyami,2407
2026-06-24,12:00:00,Nox:0ff,TikTok,nox0ff_idol,165
2026-06-24,12:00:00,Nox:0ff,X,nox0ff_idol,212
2026-06-24,12:00:00,Oum,Facebook,profile.php?id=61582126733638,179
2026-06-24,12:00:00,Oum,Instagram,oum.sorasora,850
2026-06-24,12:00:00,Oum,X,Oum_SoraSora,448
2026-06-24,12:00:00,Pear,Facebook,profile.php?id=61556325892363,8035
2026-06-24,12:00:00,Pear,Instagram,Pear.miraimirai,1550
2026-06-24,12:00:00,Pear,TikTok,pear.miraimirai,1229
2026-06-24,12:00:00,Pear,X,Pear_miraimirai,494
2026-06-24,12:00:00,Pin,Facebook,@Pin.sorasora,7239
2026-06-24,12:00:00,Pin,Instagram,pin.sorasora,20695
2026-06-24,12:00:00,Pin,X,Pin_SoraSora,1911
2026-06-24,12:00:00,Pixels,Facebook,profile.php?id=61555954807055,6984
2026-06-24,12:00:00,Pixels,Instagram,Pixels.miraimirai,3119
2026-06-24,12:00:00,Pixels,X,pixels_mirai,768
2026-06-24,12:00:00,Ploy,Facebook,ploy.dream0n,212
2026-06-24,12:00:00,Ploy,Instagram,ploy.dream0n,499
2026-06-24,12:00:00,Ploy,TikTok,ploy.dream0n,1532
2026-06-24,12:00:00,Ploy,X,ploy_dream0n,250
2026-06-24,12:00:00,Praew,Facebook,profile.php?id=100087455791913,16368
2026-06-24,12:00:00,Praew,Instagram,praew.yamiyami,6680
2026-06-24,12:00:00,Praew,TikTok,praewpiyopii,1897
2026-06-24,12:00:00,Praew,X,praew_yamiyami,1127
2026-06-24,12:00:00,Punch,Facebook,profile.php?id=100087392975126,3154
2026-06-24,12:00:00,Punch,Instagram,punch.yamiyami,3274
2026-06-24,12:00:00,Punch,TikTok,pxxxxxxxxh,1878
2026-06-24,12:00:00,Punch,X,punch_yamiyami,1487
2026-06-24,12:00:00,Sai,Facebook,profile.php?id=61556143170090,18998
2026-06-24,12:00:00,Sai,Instagram,Sai.miraimirai,7247
2026-06-24,12:00:00,Sai,X,Sai_miraimirai,705
2026-06-24,12:00:00,Snowy,Facebook,snowy.dream0n,365
2026-06-24,12:00:00,Snowy,Instagram,snowy.dream0n,1242
2026-06-24,12:00:00,Snowy,TikTok,snowy.dream0n,45357
2026-06-24,12:00:00,Snowy,X,snowy_dream0n,546
2026-06-24,12:00:00,Sora! Sora!,Facebook,sorasora.idol,5262
2026-06-24,12:00:00,Sora! Sora!,Instagram,sorasora_idol,2187
2026-06-24,12:00:00,Sora! Sora!,X,Sorasora_idol,1530
2026-06-24,12:00:00,Time,Facebook,profile.php?id=61589267309376,283
2026-06-24,12:00:00,Time,Instagram,time.nox0ff,1762
2026-06-24,12:00:00,Time,X,time_nox0ff,258
2026-06-24,12:00:00,Tonliw,Facebook,profile.php?id=61570194428589,420
2026-06-24,12:00:00,Tonliw,Instagram,tonliw.yamiyami,1008
2026-06-24,12:00:00,Tonliw,TikTok,t0nliwkung,886
2026-06-24,12:00:00,Tonliw,X,tonliw_yamiyami,354
2026-06-24,12:00:00,Xiu Zhen,Facebook,profile.php?id=100091803265181,1413
2026-06-24,12:00:00,Xiu Zhen,Instagram,xiuzhen.yamiyami,1647
2026-06-24,12:00:00,Xiu Zhen,TikTok,0zhen_nehz.0,1133
2026-06-24,12:00:00,Xiu Zhen,X,xiuzhen_yami,819
2026-06-24,12:00:00,Yami Yami,Facebook,yamiyami.idol,2800
2026-06-24,12:00:00,Yami Yami,Instagram,yamiyami_idol,1738
2026-06-24,12:00:00,Yami Yami,X,Yamiyami_idol,1207
2026-06-24,12:00:00,Yiwha,Facebook,profile.php?id=61556038916644,1465
2026-06-24,12:00:00,Yiwha,Instagram,yiwha.nox0ff,3509
2026-06-24,12:00:00,Yiwha,X,yiwha_nox0ff,494
2026-07-01,12:00:00,Alice,Facebook,profile.php?id=61556261514878,1603
2026-07-01,12:00:00,Alice,Instagram,alice.miraimirai,1219
2026-07-01,12:00:00,Alice,TikTok,alice.miraimirai,1205
2026-07-01,12:00:00,Alice,X,alicemiraimirai,370
2026-07-01,12:00:00,Ame,Facebook,profile.php?id=61556049656617,1462
2026-07-01,12:00:00,Ame,Instagram,ame.sorasora,9044
2026-07-01,12:00:00,Ame,TikTok,ameaun,16800
2026-07-01,12:00:00,Ame,X,ame_sorasora,901
2026-07-01,12:00:00,Best,Facebook,Best.sorasora,26538
2026-07-01,12:00:00,Best,Instagram,best.sorasora,27000
2026-07-01,12:00:00,Best,X,Best_SoraSora,2958
2026-07-01,12:00:00,Bowie,Facebook,profile.php?id=61589013040511,203
2026-07-01,12:00:00,Bowie,Instagram,bowie.nox0ff,410
2026-07-01,12:00:00,Bowie,TikTok,bowie_nox0ff,5252
2026-07-01,12:00:00,Bowie,X,bowie_nox0ff,196
2026-07-01,12:00:00,Dream:0n,Facebook,dream0n.idol,802
2026-07-01,12:00:00,Dream:0n,Instagram,dream0n_idol,865
2026-07-01,12:00:00,Dream:0n,TikTok,dream0n_idol,747
2026-07-01,12:00:00,Dream:0n,X,dream0n_idol,322
2026-07-01,12:00:00,Eri,Facebook,profile.php?id=100087440792675,13935
2026-07-01,12:00:00,Eri,Instagram,eri.yamiyami,9933
2026-07-01,12:00:00,Eri,TikTok,eri__341,3867
2026-07-01,12:00:00,Eri,X,eri_yamiyami,1924
2026-07-01,12:00:00,Farm,Facebook,farm.dream0n,387
2026-07-01,12:00:00,Farm,Instagram,farm.dream0n,809
2026-07-01,12:00:00,Farm,TikTok,farm.dream0n,1283
2026-07-01,12:00:00,Farm,X,farm_dream0n,365
2026-07-01,12:00:00,Feb,Facebook,profile.php?id=61589229001319,263
2026-07-01,12:00:00,Feb,Instagram,feb.nox0ff,627
2026-07-01,12:00:00,Feb,TikTok,feb.nox0ff,22600
2026-07-01,12:00:00,Feb,X,feb_nox0ff,291
2026-07-01,12:00:00,Gracenae,Facebook,profile.php?id=61556345361269,2446
2026-07-01,12:00:00,Gracenae,Instagram,Gracenae.mirai,6485
2026-07-01,12:00:00,Gracenae,TikTok,gracenae.miraimirai,8597
2026-07-01,12:00:00,Gracenae,X,Gracenae_mirai,1195
2026-07-01,12:00:00,Haru,Facebook,profile.php?id=61569814732431,921
2026-07-01,12:00:00,Haru,Instagram,haru.yamiyami,1152
2026-07-01,12:00:00,Haru,TikTok,haru.yamiyami,1224
2026-07-01,12:00:00,Haru,X,haru_ymym,471
2026-07-01,12:00:00,Jan,Facebook,profile.php?id=61570291414851,451
2026-07-01,12:00:00,Jan,Instagram,jan.yamiyami,1338
2026-07-01,12:00:00,Jan,X,janyamiyami,465
2026-07-01,12:00:00,Jasmine,Facebook,jasmine.dream0n,461
2026-07-01,12:00:00,Jasmine,Instagram,jasmine.dream0n,983
2026-07-01,12:00:00,Jasmine,TikTok,jasmine.dream0n,1001
2026-07-01,12:00:00,Jasmine,X,jasmine_dream0n,319
2026-07-01,12:00:00,Jeenin,Facebook,jeenin.dream0n,280
2026-07-01,12:00:00,Jeenin,Instagram,jeenin.dream0n,658
2026-07-01,12:00:00,Jeenin,X,jeenin_dream0n,285
2026-07-01,12:00:00,Jennie,Facebook,profile.php?id=61555963979839,2829
2026-07-01,12:00:00,Jennie,Instagram,jennie.sorasora,3724
2026-07-01,12:00:00,Jennie,TikTok,majelmajai,1625
2026-07-01,12:00:00,Jennie,X,Jennie_sorasora,1062
2026-07-01,12:00:00,Jk,Facebook,jk.dream0n,458
2026-07-01,12:00:00,Jk,Instagram,jk.dream0n,875
2026-07-01,12:00:00,Jk,X,jk_dream0n,352
2026-07-01,12:00:00,Kartun,Facebook,profile.php?id=61556026534180,10032
2026-07-01,12:00:00,Kartun,Instagram,Kartun.miraimirai,3558
2026-07-01,12:00:00,Kartun,TikTok,kartun.miraimirai,3871
2026-07-01,12:00:00,Kartun,X,kartun_mirai,569
2026-07-01,12:00:00,Kitty,Facebook,Kitty.sorasora,5997
2026-07-01,12:00:00,Kitty,Instagram,kitty.sorasora,4138
2026-07-01,12:00:00,Kitty,TikTok,kitty.sorasora,1285
2026-07-01,12:00:00,Kitty,X,Kitty_SoraSora,1725
2026-07-01,12:00:00,Kris,Facebook,profile.php?id=61556175298830,1658
2026-07-01,12:00:00,Kris,Instagram,Kris.miraimirai,1944
2026-07-01,12:00:00,Kris,TikTok,kris_miraimirai,14400
2026-07-01,12:00:00,Kris,X,Kris_miraimirai,639
2026-07-01,12:00:00,Kwang,Facebook,profile.php?id=100086943084599,1638
2026-07-01,12:00:00,Kwang,Instagram,kwang.yamiyami,2137
2026-07-01,12:00:00,Kwang,TikTok,kwang_kii,1285
2026-07-01,12:00:00,Kwang,X,kwang_yamiyami,1210
2026-07-01,12:00:00,Lilin,Facebook,profile.php?id=61582032262650,297
2026-07-01,12:00:00,Lilin,Instagram,lilin.sorasora,594
2026-07-01,12:00:00,Lilin,X,Lilin_SoraSora,273
2026-07-01,12:00:00,Mali,Facebook,mali.dream0n,532
2026-07-01,12:00:00,Mali,Instagram,mali.dream0n,859
2026-07-01,12:00:00,Mali,TikTok,mali.dream0n,67700
2026-07-01,12:00:00,Mali,X,mali_dream0n,351
2026-07-01,12:00:00,Mickey,Facebook,profile.php?id=61555901829528,956
2026-07-01,12:00:00,Mickey,Instagram,Mickey.miraimirai,1682
2026-07-01,12:00:00,Mickey,X,mickey_mrmr,596
2026-07-01,12:00:00,Mii,Facebook,profile.php?id=61589166033470,275
2026-07-01,12:00:00,Mii,Instagram,mii.nox0ff,607
2026-07-01,12:00:00,Mii,TikTok,mii_nox0ff,72100
2026-07-01,12:00:00,Mii,X,mii_nox0ff,195
2026-07-01,12:00:00,Minmin,Facebook,Minmin.SoraSora,6715
2026-07-01,12:00:00,Minmin,Instagram,minmin.sorasora,65000
2026-07-01,12:00:00,Minmin,TikTok,minmin.meow,589
2026-07-01,12:00:00,Minmin,X,Minmin_SoraSora,1744
2026-07-01,12:00:00,Mirai Mirai,Facebook,miraimiraiidol,1697
2026-07-01,12:00:00,Mirai Mirai,Instagram,miraimirai_idol,1348
2026-07-01,12:00:00,Mirai Mirai,TikTok,miraimirai_idol,929
2026-07-01,12:00:00,Mirai Mirai,X,miraimirai_idol,659
2026-07-01,12:00:00,Miyu,Facebook,profile.php?id=61589397683980,306
2026-07-01,12:00:00,Miyu,Instagram,miyu.nox0ff,487
2026-07-01,12:00:00,Miyu,TikTok,miyu_nox0ff,1499
2026-07-01,12:00:00,Miyu,X,miyu_nox0ff,149
2026-07-01,12:00:00,Moya,Facebook,moya.dream0n,745
2026-07-01,12:00:00,Moya,Instagram,moya.dream0n,1315
2026-07-01,12:00:00,Moya,X,moya_dream0n,416
2026-07-01,12:00:00,Nisa,Facebook,profile.php?id=61556096882280,723
2026-07-01,12:00:00,Nisa,Instagram,Nisa.miraimirai,1174
2026-07-01,12:00:00,Nisa,TikTok,nisa.miraimirai,3300
2026-07-01,12:00:00,Nisa,X,Nisa_miraimirai,433
2026-07-01,12:00:00,Nori,Facebook,profile.php?id=100091806654688,2194
2026-07-01,12:00:00,Nori,Instagram,nori.yamiyami,4399
2026-07-01,12:00:00,Nori,TikTok,mikunori11,46300
2026-07-01,12:00:00,Nori,X,nori_yamiyami,2683
2026-07-01,12:00:00,Nox:0ff,TikTok,nox0ff_idol,183
2026-07-01,12:00:00,Nox:0ff,X,nox0ff_idol,235
2026-07-01,12:00:00,Oum,Facebook,profile.php?id=61582126733638,185
2026-07-01,12:00:00,Oum,Instagram,oum.sorasora,931
2026-07-01,12:00:00,Oum,X,Oum_SoraSora,491
2026-07-01,12:00:00,Pear,Facebook,profile.php?id=61556325892363,8930
2026-07-01,12:00:00,Pear,Instagram,Pear.miraimirai,1742
2026-07-01,12:00:00,Pear,TikTok,pear.miraimirai,1369
2026-07-01,12:00:00,Pear,X,Pear_miraimirai,556
2026-07-01,12:00:00,Pin,Facebook,@Pin.sorasora,8042
2026-07-01,12:00:00,Pin,Instagram,pin.sorasora,23000
2026-07-01,12:00:00,Pin,X,Pin_SoraSora,2130
2026-07-01,12:00:00,Pixels,Facebook,profile.php?id=61555954807055,7767
2026-07-01,12:00:00,Pixels,Instagram,Pixels.miraimirai,3488
2026-07-01,12:00:00,Pixels,X,pixels_mirai,835
2026-07-01,12:00:00,Ploy,Facebook,ploy.dream0n,222
2026-07-01,12:00:00,Ploy,Instagram,ploy.dream0n,559
2026-07-01,12:00:00,Ploy,TikTok,ploy.dream0n,1687
2026-07-01,12:00:00,Ploy,X,ploy_dream0n,274
2026-07-01,12:00:00,Praew,Facebook,profile.php?id=100087455791913,18173
2026-07-01,12:00:00,Praew,Instagram,praew.yamiyami,7402
2026-07-01,12:00:00,Praew,TikTok,praewpiyopii,2107
2026-07-01,12:00:00,Praew,X,praew_yamiyami,1269
2026-07-01,12:00:00,Punch,Facebook,profile.php?id=100087392975126,3519
2026-07-01,12:00:00,Punch,Instagram,punch.yamiyami,3630
2026-07-01,12:00:00,Punch,TikTok,pxxxxxxxxh,2075
2026-07-01,12:00:00,Punch,X,punch_yamiyami,1649
2026-07-01,12:00:00,Sai,Facebook,profile.php?id=61556143170090,21128
2026-07-01,12:00:00,Sai,Instagram,Sai.miraimirai,8030
2026-07-01,12:00:00,Sai,X,Sai_miraimirai,798
2026-07-01,12:00:00,Snowy,Facebook,snowy.dream0n,422
2026-07-01,12:00:00,Snowy,Instagram,snowy.dream0n,1375
2026-07-01,12:00:00,Snowy,TikTok,snowy.dream0n,50400
2026-07-01,12:00:00,Snowy,X,snowy_dream0n,620
2026-07-01,12:00:00,Sora! Sora!,Facebook,sorasora.idol,5841
2026-07-01,12:00:00,Sora! Sora!,Instagram,sorasora_idol,2413
2026-07-01,12:00:00,Sora! Sora!,X,Sorasora_idol,1709
2026-07-01,12:00:00,Time,Facebook,profile.php?id=61589267309376,332
2026-07-01,12:00:00,Time,Instagram,time.nox0ff,1936
2026-07-01,12:00:00,Time,X,time_nox0ff,283
2026-07-01,12:00:00,Tonliw,Facebook,profile.php?id=61570194428589,488
2026-07-01,12:00:00,Tonliw,Instagram,tonliw.yamiyami,1127
2026-07-01,12:00:00,Tonliw,TikTok,t0nliwkung,988
2026-07-01,12:00:00,Tonliw,X,tonliw_yamiyami,409
2026-07-01,12:00:00,Xiu Zhen,Facebook,profile.php?id=100091803265181,1558
2026-07-01,12:00:00,Xiu Zhen,Instagram,xiuzhen.yamiyami,1839
2026-07-01,12:00:00,Xiu Zhen,TikTok,0zhen_nehz.0,1255
2026-07-01,12:00:00,Xiu Zhen,X,xiuzhen_yami,931
2026-07-01,12:00:00,Yami Yami,Facebook,yamiyami.idol,3115
2026-07-01,12:00:00,Yami Yami,Instagram,yamiyami_idol,1920
2026-07-01,12:00:00,Yami Yami,X,Yamiyami_idol,1319
2026-07-01,12:00:00,Yiwha,Facebook,profile.php?id=61556038916644,1645
2026-07-01,12:00:00,Yiwha,Instagram,yiwha.nox0ff,3898
2026-07-01,12:00:00,Yiwha,X,yiwha_nox0ff,552
2026-07-02,11:06:54,Alice,Facebook,profile.php?id=61556261514878,1602
2026-07-02,10:40:20,Alice,Instagram,alice.miraimirai,1220
2026-07-02,11:06:54,Alice,TikTok,alice.miraimirai,1205
2026-07-02,11:06:54,Alice,X,alicemiraimirai,370
2026-07-02,11:06:54,Ame,Facebook,profile.php?id=61556049656617,1461
2026-07-02,11:06:54,Ame,Instagram,ame.sorasora,9043
2026-07-02,11:06:54,Ame,TikTok,ameaun,16800
2026-07-02,11:06:54,Ame,X,ame_sorasora,901
2026-07-02,11:06:54,Best,Facebook,Best.sorasora,26538
2026-07-02,10:40:20,Best,Instagram,best.sorasora,27000
2026-07-02,11:06:54,Best,TikTok,bestbrabbit,17100
2026-07-02,11:06:54,Best,X,Best_SoraSora,2959
2026-07-02,11:06:54,Bowie,Facebook,profile.php?id=61589013040511,203
2026-07-02,10:40:20,Bowie,Instagram,bowie.nox0ff,410
2026-07-02,11:06:54,Bowie,TikTok,bowie_nox0ff,5252
2026-07-02,11:06:54,Bowie,X,bowie_nox0ff,196
2026-07-02,11:06:54,Dream:0n,Facebook,dream0n.idol,802
2026-07-02,10:40:20,Dream:0n,Instagram,dream0n_idol,865
2026-07-02,11:06:54,Dream:0n,TikTok,dream0n_idol,749
2026-07-02,11:06:54,Dream:0n,X,dream0n_idol,322
2026-07-02,11:06:54,Eri,Facebook,profile.php?id=100087440792675,13928
2026-07-02,11:06:54,Eri,Instagram,eri.yamiyami,9933
2026-07-02,11:06:54,Eri,TikTok,eri__341,3867
2026-07-02,11:06:54,Eri,X,eri_yamiyami,1924
2026-07-02,11:06:54,Farm,Facebook,farm.dream0n,389
2026-07-02,10:40:20,Farm,Instagram,farm.dream0n,810
2026-07-02,11:06:54,Farm,TikTok,farm.dream0n,1286
2026-07-02,11:06:54,Farm,X,farm_dream0n,365
2026-07-02,11:06:54,Feb,Facebook,profile.php?id=61589229001319,263
2026-07-02,10:40:20,Feb,Instagram,feb.nox0ff,629
2026-07-02,11:06:54,Feb,TikTok,feb.nox0ff,22600
2026-07-02,11:06:54,Feb,X,feb_nox0ff,291
2026-07-02,11:06:54,Gracenae,Facebook,profile.php?id=61556345361269,2447
2026-07-02,10:40:20,Gracenae,Instagram,Gracenae.mirai,6483
2026-07-02,11:06:54,Gracenae,TikTok,gracenae.miraimirai,8599
2026-07-02,11:06:54,Gracenae,X,Gracenae_mirai,1194
2026-07-02,11:06:54,Haru,Facebook,profile.php?id=61569814732431,922
2026-07-02,11:06:54,Haru,Instagram,haru.yamiyami,1153
2026-07-02,11:06:54,Haru,TikTok,haru.yamiyami,1224
2026-07-02,11:06:54,Haru,X,haru_ymym,471
2026-07-02,11:06:54,Jan,Facebook,profile.php?id=61570291414851,451
2026-07-02,10:40:20,Jan,Instagram,jan.yamiyami,1340
2026-07-02,11:06:54,Jan,X,janyamiyami,464
2026-07-02,11:06:54,Jasmine,Facebook,jasmine.dream0n,461
2026-07-02,10:40:20,Jasmine,Instagram,jasmine.dream0n,983
2026-07-02,11:06:54,Jasmine,TikTok,jasmine.dream0n,1001
2026-07-02,11:06:54,Jasmine,X,jasmine_dream0n,319
2026-07-02,11:06:54,Jeenin,Facebook,jeenin.dream0n,281
2026-07-02,10:40:20,Jeenin,Instagram,jeenin.dream0n,658
2026-07-02,11:06:54,Jeenin,TikTok,jeenin.dream0n,1011
2026-07-02,11:06:54,Jeenin,X,jeenin_dream0n,285
2026-07-02,11:06:54,Jennie,Facebook,profile.php?id=61555963979839,2832
2026-07-02,10:40:20,Jennie,Instagram,jennie.sorasora,3724
2026-07-02,11:06:54,Jennie,TikTok,majelmajai,1626
2026-07-02,11:06:54,Jennie,X,Jennie_sorasora,1062
2026-07-02,11:06:54,Jk,Facebook,jk.dream0n,459
2026-07-02,10:40:20,Jk,Instagram,jk.dream0n,877
2026-07-02,11:06:54,Jk,TikTok,jkdream0n,711
2026-07-02,11:06:54,Jk,X,jk_dream0n,352
2026-07-02,11:06:54,Kartun,Facebook,profile.php?id=61556026534180,10029
2026-07-02,10:40:20,Kartun,Instagram,Kartun.miraimirai,3557
2026-07-02,11:06:54,Kartun,TikTok,kartun.miraimirai,3875
2026-07-02,11:06:54,Kartun,X,kartun_mirai,568
2026-07-02,11:06:54,Kitty,Facebook,Kitty.sorasora,5999
2026-07-02,11:06:54,Kitty,Instagram,kitty.sorasora,4138
2026-07-02,11:06:54,Kitty,TikTok,kitty.sorasora,1285
2026-07-02,11:06:54,Kitty,X,Kitty_SoraSora,1725
2026-07-02,11:06:54,Kris,Facebook,profile.php?id=61556175298830,1658
2026-07-02,10:40:20,Kris,Instagram,Kris.miraimirai,1944
2026-07-02,11:06:54,Kris,TikTok,kris_miraimirai,14400
2026-07-02,11:06:54,Kris,X,Kris_miraimirai,639
2026-07-02,11:06:54,Kwang,Facebook,profile.php?id=100086943084599,1638
2026-07-02,10:40:20,Kwang,Instagram,kwang.yamiyami,2137
2026-07-02,11:06:54,Kwang,TikTok,kwang_kii,1285
2026-07-02,11:06:54,Kwang,X,kwang_yamiyami,1210
2026-07-02,11:06:54,Lilin,Facebook,profile.php?id=61582032262650,297
2026-07-02,11:06:54,Lilin,Instagram,lilin.sorasora,594
2026-07-02,11:06:54,Lilin,X,Lilin_SoraSora,273
2026-07-02,11:06:54,Mali,Facebook,mali.dream0n,547
